TIME,Main(mA),Main Voltage(V),TEMP,POWER,MEM,AICORE,AICPU,CTRLCPU,MEM_BDWIDTH,INDEX,SUCCESS
1688665223,693.039129275738,11.96086224489796,42.0,8.0,37.0,0.0,0.5,47.0,1.5,35.0,1.0
1688665224,678.3851021475167,11.959815,42.0,8.0,38.0,0.0,0.0,49.0,3.0,35.0,1.0
1688665225,689.262118811901,11.960490000000002,42.0,8.0,36.0,0.0,0.0,38.0,0.0,36.0,1.0
1688665226,689.2245302865895,11.96045918367347,42.0,8.0,36.0,0.0,0.0,46.0,0.0,36.0,1.0
1688665227,669.6143298560576,11.96008823529412,42.0,8.0,39.0,0.0,0.0,42.0,3.0,36.0,1.0
1688665228,699.472163564296,11.960175,42.0,8.0,35.0,0.0,1.0,49.0,1.0,37.0,1.0
1688665229,682.8180479000616,11.960955000000004,42.0,8.0,37.0,0.0,0.0,37.0,4.0,37.0,1.0
1688665230,679.3786213677167,11.959908163265307,42.0,8.0,36.5,0.0,0.5,37.5,3.5,37.0,1.0
1688665231,689.5909424510168,11.960265,42.0,8.0,36.0,0.0,1.0,38.0,3.0,38.0,1.0
1688665232,711.05795701992,11.95945588235294,42.0,8.0,36.0,0.0,0.0,45.0,0.0,38.0,1.0
1688665233,673.3028845730861,11.960055000000004,42.0,8.0,39.0,0.0,0.0,41.0,2.0,38.0,1.0
1688665234,691.4315289780377,11.960040816326533,42.0,8.0,35.0,0.0,1.0,49.0,1.0,39.0,1.0
1688665235,679.742327025436,11.96069,42.0,8.0,36.0,0.0,0.0,36.0,3.0,39.0,1.0
1688665236,679.4149637300886,11.95942647058824,42.0,8.0,36.0,0.0,1.0,36.0,0.0,39.0,1.0
1688665237,683.7132386590675,11.96016326530612,42.0,8.0,36.0,0.0,0.5,42.0,0.0,40.0,1.0
1688665238,712.0522924254493,11.95945,42.0,8.0,36.0,0.0,0.0,48.0,0.0,40.0,1.0
1688665239,672.6170637677258,11.959965000000002,42.0,8.0,39.0,0.0,0.0,38.0,2.0,40.0,1.0
1688665240,694.5403095511392,11.960505000000005,42.0,8.0,36.0,0.0,1.0,52.0,2.0,41.0,1.0
1688665241,699.9647712792673,11.960403061224492,42.0,8.0,37.0,0.0,0.0,34.0,1.0,41.0,1.0
1688665242,682.653188584532,11.960553921568623,42.0,8.0,36.0,0.0,0.0,52.0,1.0,41.0,1.0
1688665243,686.3919046081147,11.959675,42.0,8.0,36.0,0.0,0.0,50.5,1.0,42.0,1.0
1688665244,692.236626216436,11.96130612244898,42.0,8.0,36.0,0.0,0.0,49.0,1.0,42.0,1.0
1688665245,673.9547529092957,11.960025000000003,42.0,8.0,38.0,0.0,0.0,38.0,3.0,42.0,1.0
1688665246,693.4810175704765,11.960882352941177,42.0,8.0,36.0,0.0,1.0,51.0,1.0,43.0,1.0
1688665247,682.8162544313735,11.960989795918367,42.0,8.0,36.0,0.0,0.0,35.0,0.0,43.0,1.0
1688665248,681.0864004617601,11.960359999999996,42.0,8.0,39.0,0.0,0.0,53.0,3.0,43.0,1.0
1688665249,683.5464003978138,11.96042,42.0,8.0,36.0,0.0,1.0,35.0,1.0,44.0,1.0
1688665250,706.9831451755215,11.95942,42.0,8.0,36.0,0.0,0.5,35.5,1.5,44.0,1.0
1688665251,675.122296826166,11.960504999999998,42.0,8.0,36.0,0.0,0.0,36.0,2.0,44.0,1.0
1688665252,684.471774062994,11.960715,42.0,8.0,36.0,0.0,0.0,52.0,3.0,-1.0,-1.0
1688665253,686.4765990324929,11.960080000000003,42.0,8.0,36.0,0.0,2.0,30.0,0.0,45.0,1.0
1688665254,686.4707631978633,11.960193877551015,42.0,8.0,39.0,0.0,0.0,55.0,2.0,45.0,1.0
1688665255,678.8166533603498,11.9594068627451,42.0,8.0,36.0,0.0,0.0,32.0,2.0,45.0,1.0
1688665256,693.3139333903193,11.960369999999996,42.0,8.0,36.5,0.0,0.0,34.0,2.0,46.0,1.0
1688665257,701.3032349807299,11.95882653061225,42.0,8.0,37.0,0.0,0.0,36.0,2.0,46.0,1.0
1688665258,682.2550156355007,11.96034,42.0,8.0,36.0,0.0,0.0,54.0,0.0,46.0,1.0
1688665259,691.1004754014183,11.960916666666664,43.0,8.0,36.0,0.0,2.0,29.0,0.0,47.0,1.0
1688665260,712.9704365657677,11.959673469387752,42.0,8.0,38.0,0.0,0.0,56.0,3.0,47.0,1.0
1688665261,677.2321655384144,11.959825,43.0,8.0,36.0,0.0,0.0,36.0,2.0,47.0,1.0
1688665262,695.5325719803162,11.960372549019612,42.0,8.0,36.0,0.0,1.0,49.0,0.0,48.0,1.0
1688665263,676.7361584193574,11.961005102040811,42.0,8.0,37.5,0.0,0.5,50.5,2.0,48.0,1.0
1688665264,684.3529344358436,11.96004,42.0,8.0,39.0,0.0,0.0,52.0,4.0,48.0,1.0
1688665265,693.4649045505374,11.959975000000002,42.0,8.0,36.0,0.0,2.0,31.0,0.0,49.0,1.0
1688665266,683.3609822941412,11.960964285714285,43.0,8.0,38.0,0.0,0.0,55.0,3.0,49.0,1.0
1688665267,673.7190509771732,11.96045098039216,43.0,8.0,36.0,0.0,0.0,35.0,2.0,49.0,1.0
1688665268,698.0848327799408,11.960329999999995,43.0,8.0,36.0,0.0,0.0,48.0,0.0,50.0,1.0
1688665269,681.1294200305476,11.960760204081632,43.0,8.0,37.5,0.0,0.0,50.0,1.5,50.0,1.0
1688665270,675.2123837985005,11.959455000000007,43.0,8.0,39.0,0.0,0.0,52.0,3.0,50.0,1.0
1688665271,691.8237311437003,11.96022549019608,43.0,8.0,36.0,0.0,1.0,36.0,1.0,51.0,1.0
